,numCTs,unitProt,numVariantsGDA,HPOClass,type,evidenceIndexGDA,numDiseasesAssociatedToGene,geneNcbiID,numPMIDs,evidenceLevelGDA,geneEnsemblIDs,geneNcbiType,geneDSI,geneFullName,genePLI,diseaseUMLSCUI,disease,gene,numVariantsAssociatedToGene,numberPmidsWithChemsIncludedInEvidence,lastRef,numberChemsIncludedInEvidence,pathwayNames,geneDPI,pathwayIDs,numVariantsDisease,proteinClass,DOClass,diseaseClass,semanticType,numGenesDisease,firstRef,scoreGDA
,0,Q9UL25,0,Growth abnormality (01507),disease,1,1,23011,1,,ENSG00000080371,protein-coding,0.74,"RAB21, member RAS oncogene family",0.020636,C0028754,Obesity,RAB21,1,0,2018,0,"Metabolism of proteins,Vesicle-mediated transport",0.39,"R-HSA-392499,R-HSA-5653656",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2018,0.55
,0,"A0A8I5KYD6,A0A8I5KXS9,Q9NVM4",2,Growth abnormality (01507),disease,1,20,54496,0,,ENSG00000132600,protein-coding,0.56,protein arginine methyltransferase 7,1.6648E-16,C0028754,Obesity,PRMT7,38,0,,0,Chromatin organization,0.83,R-HSA-4839726,345,Epigenetic regulator,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.55
,0,Q7Z3K3,1,Growth abnormality (01507),disease,1,30,23126,0,,ENSG00000143442,protein-coding,0.55,pogo transposable element derived with ZNF domain,1,C0028754,Obesity,POGZ,144,0,,0,,0.83,,345,Transcription factor,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.55
,0,"Q30201,B4DV50,F8W7W8",0,Growth abnormality (01507),disease,1,73,3077,0,,ENSG00000010704,protein-coding,0.42,homeostatic iron regulator,9.9398E-10,C0028754,Obesity,HFE,92,0,,0,Transport of small molecules,0.91,R-HSA-382551,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.55
,0,"P03886,U5Z754",0,Growth abnormality (01507),disease,0.5,64,4535,0,,,protein-coding,0.48,NADH dehydrogenase subunit 1,,C0028754,Obesity,ND1,181,0,,0,"Metabolism,Metabolism of proteins",0.87,"R-HSA-1430728,R-HSA-392499",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.55
,0,"A0A384NY14,Q7Z4W1",0,Growth abnormality (01507),disease,1,3,51181,1,,ENSG00000169738,protein-coding,0.7,dicarbonyl and L-xylulose reductase,3.5615E-10,C0028754,Obesity,DCXR,2,0,2011,0,"Metabolism,Disease",0.39,"R-HSA-1430728,R-HSA-1643685",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.5
,0,Q8J025,0,Growth abnormality (01507),disease,1,3,147495,1,,ENSG00000154856,protein-coding,0.66,APC down-regulated 1,0.59013,C0028754,Obesity,APCDD1,4,0,2017,0,,0.7,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2017,0.5
,0,"E5KS60,Q9P2R7,Q9Y4T0",0,Growth abnormality (01507),disease,1,7,8803,1,,ENSG00000136143,protein-coding,0.55,succinate-CoA ligase ADP-forming subunit beta,0.00011854,C0028754,Obesity,SUCLA2,103,0,2011,0,Metabolism,0.83,R-HSA-1430728,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.5
,0,"E5KPN0,O15527,E5KPN1,E5KPM9,E5KPM6,E5KPM8,E5KPM7,E5KPM5",0,Growth abnormality (01507),disease,1,57,4968,1,,ENSG00000114026,protein-coding,0.45,8-oxoguanine DNA glycosylase,7.2253E-12,C0028754,Obesity,OGG1,2,0,2018,0,"Disease,DNA Repair",0.91,"R-HSA-1643685,R-HSA-73894",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2018,0.5
,0,"B4DKT3,P42330,A0A0A0MSS8",0,Growth abnormality (01507),disease,1,16,8644,1,,ENSG00000196139,protein-coding,0.51,aldo-keto reductase family 1 member C3,8.7918E-11,C0028754,Obesity,AKR1C3,3,0,2011,0,"Metabolism,Signal Transduction,Sensory Perception",0.83,"R-HSA-1430728,R-HSA-162582,R-HSA-9709957",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.5
,0,"P00167,A0A384ME44",0,Growth abnormality (01507),disease,1,6,1528,1,,ENSG00000166347,protein-coding,0.58,cytochrome b5 type A,0.037924,C0028754,Obesity,CYB5A,4,0,2011,0,"Metabolism,Protein localization",0.78,"R-HSA-1430728,R-HSA-9609507",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.5
,0,Q06210,0,Growth abnormality (01507),disease,1,7,2673,1,,ENSG00000198380,protein-coding,0.57,glutamine--fructose-6-phosphate transaminase 1,0.022094,C0028754,Obesity,GFPT1,240,0,2011,0,"Disease,Metabolism of proteins,Cellular responses to stimuli",0.83,"R-HSA-1643685,R-HSA-392499,R-HSA-8953897",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.5
,0,"Q16875,B7Z8A0",0,Growth abnormality (01507),disease,1,11,5209,1,,ENSG00000170525,protein-coding,0.54,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",0.0051837,C0028754,Obesity,PFKFB3,5,0,2011,0,Metabolism,0.91,R-HSA-1430728,345,Kinase,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.5
,0,"Q86XK2,A0A804HK63",1,Growth abnormality (01507),disease,,9,80204,0,,ENSG00000138081,protein-coding,0.53,F-box protein 11,1,C0028754,Obesity,FBXO11,518,0,,0,"Immune System,Metabolism of proteins",0.91,"R-HSA-168256,R-HSA-392499",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.45
,0,A8MTZ0,1,Growth abnormality (01507),disease,,13,92482,0,,ENSG00000214413,protein-coding,0.57,BBSome interacting protein 1,0.073606,C0028754,Obesity,BBIP1,25,0,,0,Organelle biogenesis and maintenance,0.87,R-HSA-1852241,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.45
,0,,5,Growth abnormality (01507),disease,1,2,497258,0,,ENSG00000245573,ncRNA,0.61,BDNF antisense RNA,,C0028754,Obesity,BDNF-AS,46,0,,0,,0.83,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.45
,0,"Q8WXH0,Q6MZP0",1,Growth abnormality (01507),disease,,20,23224,0,,ENSG00000054654,protein-coding,0.53,spectrin repeat containing nuclear envelope protein 2,2.2033E-30,C0028754,Obesity,SYNE2,1218,0,,0,"Reproduction,Cell Cycle",0.83,"R-HSA-1474165,R-HSA-1640170",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.45
,0,"B3KPM6,O94830",1,Growth abnormality (01507),disease,1,6,23259,4,,ENSG00000085788,protein-coding,0.62,DDHD domain containing 2,0.0000012514,C0028754,Obesity,DDHD2,91,0,2014,0,Metabolism,0.78,R-HSA-1430728,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2012,0.4
,0,,3,Growth abnormality (01507),disease,1,3,100126793,3,,ENSG00000240288,ncRNA,0.85,ghrelin opposite strand/antisense RNA,,C0028754,Obesity,GHRLOS,4,0,2005,0,,0.22,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2001,0.4
,0,,0,Growth abnormality (01507),disease,1,52,125316803,2,,ENSG00000291307,protein-coding,0.65,POLG alternative reading frame,,C0028754,Obesity,POLGARF,0,0,2008,0,,0.61,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2003,0.4
,0,"P54098,E5KNU5",1,Growth abnormality (01507),disease,1,77,5428,2,,ENSG00000140521,protein-coding,0.44,"DNA polymerase gamma, catalytic subunit",2.0281E-26,C0028754,Obesity,POLG,960,0,2008,0,,0.96,,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2003,0.4
,0,Q96I99,0,Growth abnormality (01507),disease,1,6,8801,1,,ENSG00000172340,protein-coding,0.65,succinate-CoA ligase GDP-forming subunit beta,4.0462E-12,C0028754,Obesity,SUCLG2,21,0,2011,0,"Metabolism,Metabolism of proteins",0.57,"R-HSA-1430728,R-HSA-392499",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.4
,0,"P22033,B2R6K1,A0A024RD82",0,Growth abnormality (01507),disease,1,14,4594,1,,ENSG00000146085,protein-coding,0.52,methylmalonyl-CoA mutase,4.6749E-22,C0028754,Obesity,MMUT,328,0,2011,0,"Metabolism,Disease",0.83,"R-HSA-1430728,R-HSA-1643685",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.4
,0,"P11310,Q5HYG7,B4DJE7,Q5T4U5,B7Z9I1,A0A0S2Z366",0,Growth abnormality (01507),disease,1,8,34,1,,ENSG00000117054,protein-coding,0.58,acyl-CoA dehydrogenase medium chain,6.6928E-12,C0028754,Obesity,ACADM,328,0,2011,0,Metabolism,0.65,R-HSA-1430728,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.4
,0,P22695,0,Growth abnormality (01507),disease,1,6,7385,1,,ENSG00000140740,protein-coding,0.65,ubiquinol-cytochrome c reductase core protein 2,5.8868E-15,C0028754,Obesity,UQCRC2,8,0,2011,0,"Metabolism,Metabolism of proteins",0.65,"R-HSA-1430728,R-HSA-392499",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.4
,0,Q5SGD2,0,Growth abnormality (01507),disease,1,1,151742,1,,ENSG00000163590,protein-coding,0.59,"protein phosphatase, Mg2+/Mn2+ dependent 1L",0.46583,C0028754,Obesity,PPM1L,7,0,2008,0,Metabolism,0.7,R-HSA-1430728,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2008,0.4
,0,P30084,0,Growth abnormality (01507),disease,1,6,1892,1,,ENSG00000127884,protein-coding,0.62,"enoyl-CoA hydratase, short chain 1",0.00092335,C0028754,Obesity,ECHS1,54,0,2011,0,Metabolism,0.7,R-HSA-1430728,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.4
,0,"Q16134,B4DEQ0",0,Growth abnormality (01507),disease,1,16,2110,1,,ENSG00000171503,protein-coding,0.59,electron transfer flavoprotein dehydrogenase,0.0000076175,C0028754,Obesity,ETFDH,293,0,2011,0,Metabolism,0.65,R-HSA-1430728,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.4
,0,"Q02252,A0A024R6G4",0,Growth abnormality (01507),disease,1,6,4329,1,,ENSG00000119711,protein-coding,0.64,aldehyde dehydrogenase 6 family member A1,0.0000000043977,C0028754,Obesity,ALDH6A1,63,0,2011,0,Metabolism,0.65,R-HSA-1430728,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.4
,0,"Q9NR63,E7ER08",0,Growth abnormality (01507),disease,1,7,56603,1,,ENSG00000003137,protein-coding,0.6,cytochrome P450 family 26 subfamily B member 1,0.99987,C0028754,Obesity,CYP26B1,12,0,2011,0,"Metabolism,Signal Transduction,Disease",0.74,"R-HSA-1430728,R-HSA-162582,R-HSA-1643685",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.4
,0,"Q5TC12,I3L448,A8MRA7",0,Growth abnormality (01507),disease,1,1,64756,1,,ENSG00000123472,protein-coding,0.82,ATP synthase mitochondrial F1 complex assembly factor 1,,C0028754,Obesity,ATPAF1,1,0,2011,0,,0.3,,345,Chaperone,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.4
,0,Q9Y266,4,Growth abnormality (01507),disease,1,3,10726,1,,ENSG00000090273,protein-coding,0.71,"nuclear distribution C, dynein complex regulator",0.97098,C0028754,Obesity,NUDC,9,0,2008,0,"Signal Transduction,Cell Cycle",0.39,"R-HSA-162582,R-HSA-1640170",345,Cellular structure,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2008,0.4
,0,P26583,0,Growth abnormality (01507),disease,1,5,3148,1,,ENSG00000164104,protein-coding,0.57,high mobility group box 2,0.99963,C0028754,Obesity,HMGB2,0,0,2011,0,Programmed Cell Death,0.74,R-HSA-5357801,345,Nucleic acid binding,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.4
,0,"O75891,Q53H87",0,Growth abnormality (01507),disease,1,5,10840,1,,ENSG00000144908,protein-coding,0.63,aldehyde dehydrogenase 1 family member L1,2.4788E-15,C0028754,Obesity,ALDH1L1,7,0,2011,0,Metabolism,0.83,R-HSA-1430728,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.4
,0,P83111,0,Growth abnormality (01507),disease,1,1,114294,1,,ENSG00000103642,protein-coding,0.65,lactamase beta,0.000000047901,C0028754,Obesity,LACTB,2,0,2008,0,,0.61,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2008,0.4
,0,,1,Growth abnormality (01507),disease,,3,101927837,0,,ENSG00000270049,ncRNA,1,ATP6V0D1 divergent transcript,,C0028754,Obesity,ATP6V0D1-DT,3,0,,0,,0.09,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,P21817,1,Growth abnormality (01507),disease,,96,6261,0,,ENSG00000196218,protein-coding,0.44,ryanodine receptor 1,1.7594E-56,C0028754,Obesity,RYR1,1621,0,,0,"Transport of small molecules,Muscle contraction",0.91,"R-HSA-382551,R-HSA-397014",345,Ion channel,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,"Q9HBD4,P51532,B3KNW7,A7E2E1",1,Growth abnormality (01507),disease,,40,6597,0,,ENSG00000127616,protein-coding,0.43,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",1,C0028754,Obesity,SMARCA4,1653,0,,0,"Developmental Biology,Signal Transduction,Immune System,Chromatin organization,Gene expression (Transcription)",0.91,"R-HSA-1266738,R-HSA-162582,R-HSA-168256,R-HSA-4839726,R-HSA-74160",345,Epigenetic regulator,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,"Q86XV3,Q9Y2E4,A0A0U1RQW6",1,Growth abnormality (01507),disease,,7,22982,0,,ENSG00000151240,protein-coding,0.69,disco interacting protein 2 homolog C,1,C0028754,Obesity,DIP2C,11,0,,0,,0.52,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,Q8N766,1,Growth abnormality (01507),disease,,9,23065,0,,ENSG00000127463,protein-coding,0.61,ER membrane protein complex subunit 1,9.4991E-26,C0028754,Obesity,EMC1,47,0,,0,,0.74,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,"O95239,Q59HG1",1,Growth abnormality (01507),disease,,18,24137,0,,ENSG00000090889,protein-coding,0.57,kinesin family member 4A,,C0028754,Obesity,KIF4A,10,0,,0,"Hemostasis,Developmental Biology,Immune System,Vesicle-mediated transport",0.83,"R-HSA-109582,R-HSA-1266738,R-HSA-168256,R-HSA-5653656",345,Cellular structure,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,"Q9HCE3,B3KXW2",1,Growth abnormality (01507),disease,,4,55205,0,,ENSG00000074657,protein-coding,0.78,zinc finger protein 532,1,C0028754,Obesity,ZNF532,6,0,,0,,0.35,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,,0,Growth abnormality (01507),disease,,2,129933280,0,,,biological-region,0.94,ATAC-STARR-seq lymphoblastoid silent region 11244,,C0028754,Obesity,LOC129933280,0,0,,0,,0.13,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,"A0A0D9SEM5,A0A1D5RMU6,H7BYC7,E7EQN4,E7ERL8,Q9ULB1,H0Y568,P58400,A0A0D9SEQ7",1,Growth abnormality (01507),disease,,27,9378,0,,ENSG00000179915,protein-coding,0.53,neurexin 1,1,C0028754,Obesity,NRXN1,719,0,,0,"Neuronal System,Extracellular matrix organization",0.91,"R-HSA-112316,R-HSA-1474244",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,,0,Growth abnormality (01507),disease,,2,126862765,0,,,biological-region,0.94,BRD4-independent group 4 enhancer GRCh37_chr18:56650842-56652041,,C0028754,Obesity,LOC126862765,0,0,,0,,0.13,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,"G1UI33,P35580",1,Growth abnormality (01507),disease,,16,4628,0,,ENSG00000133026,protein-coding,0.6,myosin heavy chain 10,1,C0028754,Obesity,MYH10,8,0,,0,"Developmental Biology,Signal Transduction",0.91,"R-HSA-1266738,R-HSA-162582",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,P35498,1,Growth abnormality (01507),disease,,55,6323,0,,ENSG00000144285,protein-coding,0.43,sodium voltage-gated channel alpha subunit 1,1,C0028754,Obesity,SCN1A,1792,0,,0,"Developmental Biology,Muscle contraction",0.96,"R-HSA-1266738,R-HSA-397014",345,Ion channel,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,Q7L4I2,1,Growth abnormality (01507),disease,,6,65117,0,,ENSG00000111011,protein-coding,0.74,arginine and serine rich coiled-coil 2,1,C0028754,Obesity,RSRC2,5,0,,0,,0.39,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,"Q06710,R9W7C9",1,Growth abnormality (01507),disease,,18,7849,0,,ENSG00000125618,protein-coding,0.43,paired box 8,0.99965,C0028754,Obesity,PAX8,112,0,,0,Developmental Biology,0.87,R-HSA-1266738,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,P35579,1,Growth abnormality (01507),disease,,43,4627,0,,ENSG00000100345,protein-coding,0.47,myosin heavy chain 9,1,C0028754,Obesity,MYH9,269,0,,0,"Developmental Biology,Signal Transduction,Disease,Immune System,Vesicle-mediated transport,Sensory Perception",0.83,"R-HSA-1266738,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-5653656,R-HSA-9709957",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,Q5T011,1,Growth abnormality (01507),disease,,18,23334,0,,ENSG00000198198,protein-coding,0.59,SZT2 subunit of KICSTOR complex,3.8854E-26,C0028754,Obesity,SZT2,390,0,,0,Cellular responses to stimuli,0.65,R-HSA-8953897,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,"A0A994J6J2,P48058,Q1WWK6,A0A8D9PH77",1,Growth abnormality (01507),disease,,7,2893,0,,ENSG00000152578,protein-coding,0.59,glutamate ionotropic receptor AMPA type subunit 4,0.99929,C0028754,Obesity,GRIA4,35,0,,0,Neuronal System,0.83,R-HSA-112316,345,Ion channel,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,Q155Q3,1,Growth abnormality (01507),disease,,9,85458,0,,ENSG00000150764,protein-coding,0.65,DIX domain containing 1,5.8008E-12,C0028754,Obesity,DIXDC1,2,0,,0,,0.52,,345,Signaling,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,"Q8IVL0,A0A2R8YFX5",0,Growth abnormality (01507),disease,,10,89795,0,,ENSG00000067798,protein-coding,0.64,neuron navigator 3,1,C0028754,Obesity,NAV3,19,0,,0,,0.78,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,Q9H598,0,Growth abnormality (01507),disease,,7,140679,0,,ENSG00000101438,protein-coding,0.59,solute carrier family 32 member 1,0.99954,C0028754,Obesity,SLC32A1,14,0,,0,"Neuronal System,Transport of small molecules",0.74,"R-HSA-112316,R-HSA-382551",345,Transporter,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,"A0A0A0MSW5,Q96MU6",1,Growth abnormality (01507),disease,,4,197320,0,,ENSG00000170100,protein-coding,0.9,zinc finger protein 778,1.3206E-12,C0028754,Obesity,ZNF778,2,0,,0,Gene expression (Transcription),0.3,R-HSA-74160,345,Transcription factor,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,Q2VWP7,1,Growth abnormality (01507),disease,,2,283659,0,,ENSG00000166450,protein-coding,0.77,protogenin,0.0000003935,C0028754,Obesity,PRTG,6,0,,0,,0.44,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,"A0A090N7W1,Q12809,A0A090N8Q0,Q15BH2,A0A090N7X5",1,Growth abnormality (01507),disease,,36,3757,0,,ENSG00000055118,protein-coding,0.47,potassium voltage-gated channel subfamily H member 2,0.064733,C0028754,Obesity,KCNH2,1213,0,,0,"Neuronal System,Muscle contraction",0.91,"R-HSA-112316,R-HSA-397014",345,Ion channel,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,,0,Growth abnormality (01507),disease,,2,108167315,0,,,biological-region,0.94,POMC promoter region,,C0028754,Obesity,LOC108167315,0,0,,0,,0.13,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,,0,Growth abnormality (01507),disease,,4,114803475,0,,,biological-region,0.9,PPARG eExon liver enhancer,,C0028754,Obesity,LOC114803475,0,0,,0,,0.22,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
,0,,1,Growth abnormality (01507),disease,,4,100873952,0,,ENSG00000229372,ncRNA,0.87,SZT2 antisense RNA 1,,C0028754,Obesity,SZT2-AS1,35,0,,0,,0.22,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.4
