Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"IRS2","Insulin Receptor Substrate 2","Protein Coding","Q9Y4H2","58","GC13M109752","12.6547317504883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS2"
"RIC3","RIC3 Acetylcholine Receptor Chaperone","Protein Coding","Q7Z5B4","45","GC11M008092","12.6159219741821","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIC3"
"PCSK9","Proprotein Convertase Subtilisin/Kexin Type 9","Protein Coding","Q8NBP7","62","GC01P055039","12.6081075668335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK9"
"PNPLA3","Patatin Like Phospholipase Domain Containing 3","Protein Coding","Q9NST1","54","GC22P043923","12.5867261886597","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA3"
"ACACA","Acetyl-CoA Carboxylase Alpha","Protein Coding","Q13085","62","GC17M037084","12.5136461257935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACACA"
"SREBF1","Sterol Regulatory Element Binding Transcription Factor 1","Protein Coding","P36956","61","GC17M017810","12.5024309158325","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF1"
"CPT1A","Carnitine Palmitoyltransferase 1A","Protein Coding","P50416","61","GC11M068754","12.4880466461182","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT1A"
"GPT","Glutamic--Pyruvic Transaminase","Protein Coding","P24298","54","GC08P144502","12.2522411346436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPT"
"HSD11B2","Hydroxysteroid 11-Beta Dehydrogenase 2","Protein Coding","P80365","58","GC16P105879","12.2474718093872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD11B2"
"PIK3R1","Phosphoinositide-3-Kinase Regulatory Subunit 1","Protein Coding","P27986","65","GC05P068215","12.2343835830688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1"
"MRAP2","Melanocortin 2 Receptor Accessory Protein 2","Protein Coding","Q96G30","44","GC06P156992","12.1880702972412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRAP2"
"TP53","Tumor Protein P53","Protein Coding","P04637","66","GC17M007661","12.1365070343018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53"
"HNF1B","HNF1 Homeobox B","Protein Coding","P35680","55","GC17M037686","12.0976085662842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1B"
"CELA2A","Chymotrypsin Like Elastase 2A","Protein Coding","P08217","55","GC01P015456","12.0906372070313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELA2A"
"CAV1","Caveolin 1","Protein Coding","Q03135","61","GC07P116524","12.0576066970825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV1"
"LCAT","Lecithin-Cholesterol Acyltransferase","Protein Coding","P04180","59","GC16M067939","12.0365295410156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCAT"
"SLC2A1","Solute Carrier Family 2 Member 1","Protein Coding","P11166","66","GC01M042925","12.0067434310913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A1"
"H6PD","Hexose-6-Phosphate Dehydrogenase/Glucose 1-Dehydrogenase","Protein Coding","O95479","55","GC01P009234","11.9907550811768","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H6PD"
"HMOX1","Heme Oxygenase 1","Protein Coding","P09601","65","GC22P035380","11.9303283691406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1"
"CBS","Cystathionine Beta-Synthase","Protein Coding","P35520","63","GC21M043053","11.9223861694336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS"
"FABP2","Fatty Acid Binding Protein 2","Protein Coding","P12104","54","GC04M119317","11.9213438034058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP2"
"TMEM18","Transmembrane Protein 18","Protein Coding","Q96B42","46","GC02M000660","11.9033088684082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM18"
"XDH","Xanthine Dehydrogenase","Protein Coding","P47989","60","GC02M031334","11.8826141357422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XDH"
"MAOA","Monoamine Oxidase A","Protein Coding","P21397","62","GC0XP043654","11.8745489120483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOA"
"PRL","Prolactin","Protein Coding","P01236","56","GC06M022287","11.8584232330322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRL"
"CPE","Carboxypeptidase E","Protein Coding","P16870","59","GC04P165361","11.8466444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPE"
"LPIN1","Lipin 1","Protein Coding","Q14693","59","GC02P011677","11.7622127532959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPIN1"
"WFS1","Wolframin ER Transmembrane Glycoprotein","Protein Coding","O76024","58","GC04P006269","11.6652240753174","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WFS1"
"ALB","Albumin","Protein Coding","P02768","61","GC04P073397","11.6647987365723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB"
"CIDEC","Cell Death Inducing DFFA Like Effector C","Protein Coding","Q96AQ7","52","GC03M009866","11.6582450866699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIDEC"
"AKT1","AKT Serine/Threonine Kinase 1","Protein Coding","P31749","66","GC14M104769","11.6438474655151","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1"
"CAPN10","Calpain 10","Protein Coding","Q9HC96","52","GC02P240586","11.641152381897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN10"
"GPD1","Glycerol-3-Phosphate Dehydrogenase 1","Protein Coding","P21695","56","GC12P064981","11.526481628418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPD1"
"IGFBP1","Insulin Like Growth Factor Binding Protein 1","Protein Coding","P08833","55","GC07P050144","11.5167264938354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP1"
"LOC105376020","Uncharacterized LOC105376020","RNA Gene","","13","GC09P059971","11.4805240631104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105376020"
"SLC2A2","Solute Carrier Family 2 Member 2","Protein Coding","P11168","62","GC03M170996","11.4596633911133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A2"
"DLK1","Delta Like Non-Canonical Notch Ligand 1","Protein Coding","P80370","58","GC14P118190","11.4537487030029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLK1"
"CETP","Cholesteryl Ester Transfer Protein","Protein Coding","P11597","59","GC16P056961","11.4394960403442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETP"
"NOS3","Nitric Oxide Synthase 3","Protein Coding","P29474","62","GC07P161731","11.4305276870728","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS3"
"MIR143","MicroRNA 143","RNA Gene","","33","GC05P155623","11.3937892913818","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR143"
"HCRT","Hypocretin Neuropeptide Precursor","Protein Coding","O43612","52","GC17M089358","11.2931222915649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCRT"
"HFE","Homeostatic Iron Regulator","Protein Coding","Q30201","58","GC06P026087","11.285964012146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HFE"
"CYP21A2","Cytochrome P450 Family 21 Subfamily A Member 2","Protein Coding","P08686","55","GC06P156268","11.2829418182373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP21A2"
"POGZ","Pogo Transposable Element Derived With ZNF Domain","Protein Coding","Q7Z3K3","52","GC01M151402","11.2810068130493","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POGZ"
"ASOBS","Asthma And Obesity Susceptibility, Chromosome 16p11 Inversion Related","Genetic Locus","","1","GC16U901990","11.255913734436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASOBS"
"FASN","Fatty Acid Synthase","Protein Coding","P49327","61","GC17M082078","11.2129373550415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASN"
"FGF21","Fibroblast Growth Factor 21","Protein Coding","Q9NSA1","51","GC19P133377","11.1996402740479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF21"
"MYH9","Myosin Heavy Chain 9","Protein Coding","P35579","60","GC22M036281","11.1424903869629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH9"
"PDP1","Pyruvate Dehydrogenase Phosphatase Catalytic Subunit 1","Protein Coding","Q9P0J1","59","GC08P093857","11.1307334899902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDP1"
"STAT3","Signal Transducer And Activator Of Transcription 3","Protein Coding","P40763","66","GC17M042313","11.1287860870361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT3"
"ARG1","Arginase 1","Protein Coding","P05089","62","GC06P158145","11.1036672592163","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARG1"
"PDX1","Pancreatic And Duodenal Homeobox 1","Protein Coding","P52945","58","GC13P028201","11.0605964660645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDX1"
"NRXN1","Neurexin 1","Protein Coding","Q9ULB1","60","GC02M049918","11.0153570175171","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRXN1"
"PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","Q06124","66","GC12P112418","10.9923238754272","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11"
"INSIG2","Insulin Induced Gene 2","Protein Coding","Q9Y5U4","48","GC02P118088","10.9894313812256","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSIG2"
"HAMP","Hepcidin Antimicrobial Peptide","Protein Coding","P81172","55","GC19P132915","10.9493036270142","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAMP"
"IL18","Interleukin 18","Protein Coding","Q14116","56","GC11M112143","10.9342727661133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18"
"GNPDA2","Glucosamine-6-Phosphate Deaminase 2","Protein Coding","Q8TDQ7","49","GC04M044684","10.8420791625977","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNPDA2"
"CUL4B","Cullin 4B","Protein Coding","Q13620","55","GC0XM120524","10.8392095565796","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL4B"
"CHKB-CPT1B","CHKB-CPT1B Readthrough (NMD Candidate)","RNA Gene","","25","GC22M050568","10.7984962463379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHKB-CPT1B"
"DIXDC1","DIX Domain Containing 1","Protein Coding","Q155Q3","47","GC11P111927","10.7856559753418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIXDC1"
"SOD1","Superoxide Dismutase 1","Protein Coding","P00441","66","GC21P031659","10.7587251663208","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1"
"KCNH2","Potassium Voltage-Gated Channel Subfamily H Member 2","Protein Coding","Q12809","63","GC07M150944","10.7544059753418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH2"
"NEGR1","Neuronal Growth Regulator 1","Protein Coding","Q7Z3B1","50","GC01M071395","10.7092742919922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEGR1"
"DRD2","Dopamine Receptor D2","Protein Coding","P14416","62","GC11M113409","10.6802749633789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD2"
"DPP4","Dipeptidyl Peptidase 4","Protein Coding","P27487","62","GC02M161992","10.6716680526733","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4"
"COG2","Component Of Oligomeric Golgi Complex 2","Protein Coding","Q14746","51","GC01P230642","10.6619663238525","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG2"
"FBXO11","F-Box Protein 11","Protein Coding","Q86XK2","54","GC02M047789","10.6611852645874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO11"
"SCN1A","Sodium Voltage-Gated Channel Alpha Subunit 1","Protein Coding","P35498","60","GC02M165989","10.6585283279419","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN1A"
"DDHD2","DDHD Domain Containing 2","Protein Coding","O94830","51","GC08P038225","10.6502933502197","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDHD2"
"AGT","Angiotensinogen","Protein Coding","P01019","62","GC01M230690","10.6411733627319","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGT"
"EIF2S3","Eukaryotic Translation Initiation Factor 2 Subunit Gamma","Protein Coding","P41091","57","GC0XP024054","10.6165771484375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S3"
"PON1","Paraoxonase 1","Protein Coding","P27169","60","GC07M095297","10.6071329116821","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1"
"TRAPPC9","Trafficking Protein Particle Complex Subunit 9","Protein Coding","Q96Q05","51","GC08M139728","10.5986204147339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC9"
"NPY2R","Neuropeptide Y Receptor Y2","Protein Coding","P49146","55","GC04P155173","10.5973262786865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY2R"
"DNMT1","DNA Methyltransferase 1","Protein Coding","P26358","65","GC19M010133","10.5904455184937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT1"
"IGF2","Insulin Like Growth Factor 2","Protein Coding","P01344","61","GC11M013301","10.5761213302612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"CASR","Calcium Sensing Receptor","Protein Coding","P41180","63","GC03P122183","10.5607423782349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR"
"SLC30A8","Solute Carrier Family 30 Member 8","Protein Coding","Q8IWU4","53","GC08P116950","10.5383052825928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A8"
"NPC1","NPC Intracellular Cholesterol Transporter 1","Protein Coding","O15118","62","GC18M023506","10.5326614379883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC1"
"SNRPN","Small Nuclear Ribonucleoprotein Polypeptide N","Protein Coding","P63162","56","GC15P024823","10.5084161758423","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPN"
"PCK2","Phosphoenolpyruvate Carboxykinase 2, Mitochondrial","Protein Coding","Q16822","58","GC14P024094","10.5029420852661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCK2"
"TH","Tyrosine Hydroxylase","Protein Coding","P07101","63","GC11M002163","10.4739198684692","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TH"
"CPT2","Carnitine Palmitoyltransferase 2","Protein Coding","P23786","62","GC01P053196","10.4667549133301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT2"
"PPARD","Peroxisome Proliferator Activated Receptor Delta","Protein Coding","Q03181","58","GC06P156423","10.4649858474731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARD"
"ICAM1","Intercellular Adhesion Molecule 1","Protein Coding","P05362","63","GC19P132284","10.4392423629761","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1"
"G6PC3","Glucose-6-Phosphatase Catalytic Subunit 3","Protein Coding","Q9BUM1","53","GC17P044070","10.4375982284546","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC3"
"MMP9","Matrix Metallopeptidase 9","Protein Coding","P14780","66","GC20P046008","10.4342288970947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9"
"MIR33A","MicroRNA 33a","RNA Gene","","28","GC22P041900","10.4327850341797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR33A"
"TFAM","Transcription Factor A, Mitochondrial","Protein Coding","Q00059","57","GC10P058385","10.3945484161377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAM"
"FDFT1","Farnesyl-Diphosphate Farnesyltransferase 1","Protein Coding","P37268","58","GC08P011795","10.3582563400269","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FDFT1"
"IGFBP3","Insulin Like Growth Factor Binding Protein 3","Protein Coding","P17936","59","GC07M045912","10.3501720428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP3"
"MIR27B","MicroRNA 27b","RNA Gene","","30","GC09P103712","10.3473014831543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27B"
"PCK1","Phosphoenolpyruvate Carboxykinase 1","Protein Coding","P35558","59","GC20P057561","10.3424377441406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCK1"
"SIRT1","Sirtuin 1","Protein Coding","Q96EB6","62","GC10P067884","10.3066234588623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT1"
"ITLN1","Intelectin 1","Protein Coding","Q8WWA0","50","GC01M160876","10.2961444854736","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITLN1"
"G6PD","Glucose-6-Phosphate Dehydrogenase","Protein Coding","P11413","63","GC0XM154610","10.2584209442139","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PD"
"NEUROD1","Neuronal Differentiation 1","Protein Coding","Q13562","55","GC02M181673","10.2483329772949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROD1"
"CDKN2A","Cyclin Dependent Kinase Inhibitor 2A","Protein Coding","Q8N726","63","GC09M021967","10.2186527252197","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A"
"IL10","Interleukin 10","Protein Coding","P22301","60","GC01M206767","10.1172389984131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10"
"IGF1R","Insulin Like Growth Factor 1 Receptor","Protein Coding","P08069","68","GC15P098648","10.0864143371582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R"
"PAX4","Paired Box 4","Protein Coding","O43316","52","GC07M127610","10.0424604415894","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX4"
"FNDC5","Fibronectin Type III Domain Containing 5","Protein Coding","Q8NAU1","46","GC01M034065","9.99836444854736","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC5"
"GLP1R","Glucagon Like Peptide 1 Receptor","Protein Coding","P43220","59","GC06P039048","9.99681663513184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLP1R"
"NDN","Necdin, MAGE Family Member","Protein Coding","Q99608","55","GC15M028063","9.98420906066895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDN"
"GHSR","Growth Hormone Secretagogue Receptor","Protein Coding","Q92847","59","GC03M172443","9.96040725708008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHSR"
"GFPT1","Glutamine--Fructose-6-Phosphate Transaminase 1","Protein Coding","Q06210","59","GC02M069319","9.90331077575684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFPT1"
"MAN1B1","Mannosidase Alpha Class 1B Member 1","Protein Coding","Q9UKM7","59","GC09P137086","9.86113834381104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN1B1"
"ABHD5","Abhydrolase Domain Containing 5, Lysophosphatidic Acid Acyltransferase","Protein Coding","Q8WTS1","58","GC03P044039","9.85072898864746","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD5"
"PTS","6-Pyruvoyltetrahydropterin Synthase","Protein Coding","Q03393","58","GC11P112226","9.84011840820313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTS"
"GHRH","Growth Hormone Releasing Hormone","Protein Coding","P01286","50","GC20M037251","9.83940124511719","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRH"
"FABP4","Fatty Acid Binding Protein 4","Protein Coding","P15090","55","GC08M081478","9.83747673034668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP4"
"MT-RNR1","Mitochondrially Encoded 12S RRNA","RNA Gene","A0A0C5B5G6","25","GCMTP000642","9.82407379150391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-RNR1"
"CP","Ceruloplasmin","Protein Coding","P00450","61","GC03M149162","9.82164001464844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP"
"EMC1","ER Membrane Protein Complex Subunit 1","Protein Coding","Q8N766","50","GC01M019215","9.81492328643799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC1"
